gene_symbol,de_score,de_celltypes,n_de_celltypes,max_log2fc,min_padj,pathway_score,n_pathways,pathway_names,lr_score,n_lr_interactions,lr_pairs,specificity_score,genetic_score,ot_genetic_score,has_genetic_evidence,druggability_score,convergence_bonus,composite_score,priority_tier,rank
RASGEF1B,0.712622582375519,Kupffer_cells; Scar-associated_endothelial_ACKR1pos,2,3.699765338977704,7.402097690782953e-05,0.0,0,,0.0,0,,0.3,0.0,0.0,False,0.0,False,0.1725245164751038,LOW,325
CLDN5,0.6960787815314655,Sinusoidal_endothelial; Vascular_smooth_muscle,2,3.5549714449744805,0.0001318312778192,0.02,3,Apical Junction,0.0,0,,0.3,0.0,0.0,False,0.0,False,0.1722157563062931,LOW,326
TSPO,0.5506702631281697,Kupffer_cells,1,1.9395996573963852,1.356387385259631e-05,0.08,18,heme Metabolism; Apoptosis; Pperoxisome,0.0,0,,0.5,0.0,0.0,False,0.0,False,0.17213405262563394,LOW,327
NOG,0.6106113054940274,Sinusoidal_endothelial,1,6.242004406585305,0.0003088954954256,0.0,1,TGF-beta Signaling,0.0,0,,0.5,0.0,0.0,False,0.0,False,0.1721222610988055,LOW,328
IGHG1,0.7101865676105981,CD8_T_cells; NK_T_cells,2,2.6818572407388936,1.582268629204975e-05,0.0,0,,0.0,0,,0.3,0.0,0.0,False,0.0,False,0.17203731352211962,LOW,329
CTSH,0.5279293121780102,Kupffer_cells; Scar-associated_macrophages; Sinusoidal_endothelial,3,2.3272401170921624,0.0002603321174923,0.23999999999999996,18,Complement; Coagulation,0.0,0,,0.3,0.0,0.0,False,0.0,False,0.17158586243560203,LOW,330
CTSL,0.36350983665022835,Sinusoidal_endothelial,1,1.483708947323792,0.0017323423259916,0.02,3,Complement,0.0,0,,0.5,0.08831067819094271,0.0,False,0.1574505707261462,False,0.1713972224867033,LOW,331
ASPN,0.6065335521217698,Vascular_smooth_muscle,1,2.550283217230721,3.617458045177862e-05,0.0,0,,0.0,0,,0.5,0.0,0.0,False,0.0,False,0.17130671042435397,LOW,332
TMEM176A,0.6061111409922606,Kupffer_cells,1,2.179539102575332,5.515283967994811e-06,0.0,4,KRAS Signaling Up,0.0,0,,0.5,0.0,0.0,False,0.0,False,0.17122222819845212,LOW,333
NOSTRIN,0.605424368597687,Vascular_smooth_muscle,1,4.002332993739929,0.0003769298428088,0.0,0,,0.0,0,,0.5,0.0,0.0,False,0.0,False,0.1710848737195374,LOW,334
HSD17B13,0.0,,0,0.0,1.0,0.0,0,,0.0,0,,0.0,0.5224653716643648,0.8268777718192795,True,0.26576711238305656,False,0.1704814097735497,LOW,335
EXT1,0.5563529524507957,Kupffer_cells,1,2.4770305703990814,0.0001705937716693,0.06,5,Hypoxia; Glycolysis,0.0,0,,0.5,0.0,0.0,False,0.0,False,0.17027059049015913,LOW,336
CLEC2B,0.22614623623227942,Endothelial_capillary,1,1.032316295272642,0.0334913207481137,0.0,0,,0.5,20,CLEC2B-KLRF1,0.5,0.0,0.0,False,0.0,False,0.17022924724645588,LOW,337
BHLHE41,0.6007069796861421,Scar-associated_macrophages,1,2.6332895699643144,6.9178573941328e-05,0.0,0,,0.0,0,,0.5,0.0,0.0,False,0.0,False,0.17014139593722843,LOW,338
GJA5,0.6001318453479709,Scar-associated_endothelial_ACKR1pos,1,4.920732005129446,0.0004618162859028,0.0,1,Myogenesis,0.0,0,,0.5,0.0,0.0,False,0.0,False,0.17002636906959417,LOW,339
COL10A1,0.5993542913094326,Scar-associated_endothelial_PLVAPpos,1,5.821529079080231,0.0004758044266436,0.0,0,,0.0,0,,0.5,0.0,0.0,False,0.0,False,0.16987085826188653,LOW,340
CD99,0.2090410891352725,Kupffer_cells,1,0.8398395174921532,0.0241152565552979,0.02,3,Apical Junction,0.5,20,CD99-CD81,0.5,0.0,0.0,False,0.0,False,0.16980821782705452,LOW,341
GIMAP4,0.5979277512987924,Vascular_smooth_muscle,1,3.0733162359550006,0.00050257877683,0.0,0,,0.0,0,,0.5,0.0,0.0,False,0.0,False,0.16958555025975847,LOW,342
MTARC1,0.0,,0,0.0,1.0,0.0,0,,0.0,0,,0.0,0.5171739822891146,0.8177065079870084,True,0.26367488757244234,False,0.168844728708145,LOW,343
SPIB,0.0,,0,0.0,1.0,0.0,0,,0.0,0,,0.0,0.49724676254537553,0.7315665273583802,True,0.29460944322433635,False,0.16850310711999433,LOW,344
ADAMTS6,0.5925140292769389,Scar-associated_endothelial_PLVAPpos,1,2.9659687506189414,0.0005197659756179,0.0,0,,0.0,0,,0.5,0.0,0.0,False,0.0,False,0.1685028058553878,LOW,345
SOCS1,0.0,,0,0.0,1.0,0.14,23,IL-6/JAK/STAT3 Signaling; p53 Pathway; Interferon Gamma Response; IL-2/STAT5 Signaling; Allograft Rejection,0.0,0,,0.0,0.3997743927029236,0.481713811442421,True,0.31692771958372923,False,0.16848275611329028,LOW,346
ABCA6,0.5771616206539188,Sinusoidal_endothelial,1,3.2201338247973297,0.001115080760067,0.02,2,Bile Acid Metabolism,0.0,0,,0.5,0.0,0.0,False,0.0,False,0.1684323241307838,LOW,347
LGALS8,0.21511660523749376,Kupffer_cells,1,0.9890034782991372,0.0409740368205848,0.0,0,,0.5,20,LGALS8-ITGA3,0.5,0.0,0.0,False,0.0,False,0.16802332104749876,LOW,348
ALB,0.0,,0,0.0,1.0,0.04,17,Myogenesis; PI3K/AKT/mTOR  Signaling; Pperoxisome; Estrogen Response Early; Mitotic Spindle,0.5,20,ALB-B2M_FCGRT,0.0,0.168180771193846,0.0,False,0.2998522823296619,False,0.16802303514791078,LOW,349
SPARC,0.0,,0,0.0,1.0,0.6200000000000001,45,KRAS Signaling Up; Epithelial Mesenchymal Transition; Myogenesis; Adipogenesis; Coagulation,0.5,20,SPARC-ENG,0.0,0.0,0.0,False,0.0,False,0.168,LOW,350
FGL2,0.5536339059240519,Scar-associated_endothelial_ACKR1pos; Sinusoidal_endothelial,2,2.922557842961332,0.0127696934108243,0.18,19,Interferon Gamma Response; IL-2/STAT5 Signaling; mTORC1 Signaling,0.0,0,,0.3,0.0,0.0,False,0.0,False,0.16772678118481038,LOW,351
LDLR,0.0,,0,0.0,1.0,0.53,20,Hedgehog Signaling; Hypoxia; Apical Junction; mTORC1 Signaling; Cholesterol Homeostasis,0.5,20,APOE-LDLR; APOC3-LDLR; APOA1-LDLR; APOA2-LDLR; TF-LDLR,0.0,0.023399147761462853,0.0,False,0.04911230445428023,False,0.16771663260850775,LOW,352
TYMS,0.4978075120185825,Sinusoidal_endothelial,1,3.522426787604469,0.0234355310820291,0.12000000000000001,10,Myc Targets V1; DNA Repair,0.0,0,,0.5,0.0,0.0,False,0.0,False,0.1675615024037165,LOW,353
PTK2B,0.511992747495887,Scar-associated_endothelial_ACKR1pos,1,3.21865204281958,0.0135973478658011,0.1,6,Androgen Response,0.0,0,,0.5,0.0,0.0,False,0.0,False,0.1673985494991774,LOW,354
ARL4C,0.5869331331025074,Kupffer_cells,1,1.9549651993941013,3.648784587080333e-06,0.0,0,,0.0,0,,0.5,0.0,0.0,False,0.0,False,0.16738662662050147,LOW,355
OLFML3,0.5868674522152513,Scar-associated_macrophages,1,3.4293836244543443,0.0007683205744381,0.0,0,,0.0,0,,0.5,0.0,0.0,False,0.0,False,0.16737349044305028,LOW,356
GAL3ST4,0.5842565341711345,Scar-associated_macrophages,1,2.980418114669124,0.0007683205744381,0.0,0,,0.0,0,,0.5,0.0,0.0,False,0.0,False,0.16685130683422691,LOW,357
ZNF385D,0.6841021311034354,Scar-associated_endothelial_ACKR1pos; Scar-associated_endothelial_PLVAPpos,2,3.836897323889024,0.0002002086614601,0.0,0,,0.0,0,,0.3,0.0,0.0,False,0.0,False,0.1668204262206871,LOW,358
FARSB,0.0,,0,0.0,1.0,0.0,0,,0.0,0,,0.0,0.5130040569299421,0.8181059839192389,True,0.2562891820232381,False,0.16669439153597124,LOW,359
CHST15,0.581732786045214,Scar-associated_endothelial_PLVAPpos,1,2.59547197468158,0.0001180780208604,0.0,0,,0.0,0,,0.5,0.0,0.0,False,0.0,False,0.1663465572090428,LOW,360
ALDH1A2,0.5796011827188081,Scar-associated_endothelial_ACKR1pos,1,3.5939746392040437,0.0010154229028529,0.0,1,KRAS Signaling Up,0.0,0,,0.5,0.0,0.0,False,0.0,False,0.16592023654376165,LOW,361
CA4,0.5788946741583527,Sinusoidal_endothelial,1,4.812772005909618,0.0010433309658882,0.0,1,Fatty Acid Metabolism,0.0,0,,0.5,0.0,0.0,False,0.0,False,0.16577893483167055,LOW,362
RPS2,0.24364253970618693,Endothelial_capillary; Kupffer_cells,2,0.9925097388526424,0.03266055538502,0.5800000000000002,37,Myc Targets V1; p53 Pathway; Oxidative Phosphorylation,0.0,0,,0.3,0.0,0.0,False,0.0,False,0.16572850794123742,LOW,363
NOS1,0.528788429060961,Scar-associated_endothelial_ACKR1pos,1,4.094906131415552,0.0071371723170591,0.0,3,Spermatogenesis; KRAS Signaling Dn; Myogenesis,0.0,0,,0.5,0.01706307915698194,0.0,False,0.037528281787606796,False,0.1656526978695787,LOW,364
PPP1R15A,0.2623918937948166,Vascular_smooth_muscle,1,1.2627897336401754,0.0271019898424346,0.42,26,Hypoxia; KRAS Signaling Up; mTORC1 Signaling; p53 Pathway; TGF-beta Signaling,0.0,0,,0.5,0.0,0.0,False,0.0,False,0.16547837875896332,LOW,365
NEURL1B,0.6756956891021754,Scar-associated_endothelial_ACKR1pos; Scar-associated_endothelial_PLVAPpos; Sinusoidal_endothelial,3,2.3863440288996807,8.285607993967677e-05,0.0,0,,0.0,0,,0.3,0.0,0.0,False,0.0,False,0.16513913782043507,LOW,366
SDS,0.32239429730626185,Monocytes,1,1.4283864556803472,0.0497156990098183,0.0,0,,0.0,0,,1.0,0.0,0.0,False,0.0,False,0.16447885946125237,LOW,367
FCGR1A,0.4980190606502693,Kupffer_cells; Scar-associated_macrophages,2,2.0517106761307784,0.0010318432200359,0.08,2,Interferon Gamma Response,0.15,3,HRG-FCGR1A,0.3,0.0,0.0,False,0.0,False,0.16410381213005387,LOW,368
OASL,0.3444702621667571,NK_T_cells,1,1.99461710425728,0.0491260015721883,0.30000000000000004,11,Interferon Gamma Response; Interferon Alpha Response,0.0,0,,0.5,0.0,0.0,False,0.0,False,0.16389405243335142,LOW,369
IGFBP2,0.5485149301224475,NK_T_cells; Sinusoidal_endothelial,2,5.638944880978403,0.0226899945768595,0.16,11,Epithelial Mesenchymal Transition; KRAS Signaling Dn; UV Response Up,0.0,0,,0.3,0.0,0.0,False,0.0,False,0.1637029860244895,LOW,370
MTRNR2L6,0.5677931011466267,Scar-associated_macrophages,1,2.9818339971842134,0.0014557252635312,0.0,0,,0.0,0,,0.5,0.0,0.0,False,0.0,False,0.16355862022932535,LOW,371
EPAS1,0.46705047942861777,Kupffer_cells; Myofibroblasts,2,1.9420285071763956,0.0262130099194311,0.0,0,,0.0,0,,0.7,0.0,0.0,False,0.0,False,0.16341009588572356,LOW,372
PTGS1,0.49618332127120757,Scar-associated_endothelial_ACKR1pos,1,3.4039490489801776,0.0249427678992105,0.0,0,,0.0,0,,0.5,0.023514992849167377,0.0,False,0.053584185539193974,False,0.16315304029741248,LOW,373
PLPP3,0.500673162974427,Kupffer_cells; Scar-associated_endothelial_ACKR1pos,2,2.0482908723354303,0.0005861813209012,0.22,4,UV Response Dn; TNF-alpha Signaling via NF-kB,0.0,0,,0.3,0.0,0.0,False,0.0,False,0.1631346325948854,LOW,374
MLEC,0.5652128679426421,Sinusoidal_endothelial,1,2.155301600969058,2.3406940305226494e-05,0.0,0,,0.0,0,,0.5,0.0,0.0,False,0.0,False,0.16304257358852842,LOW,375
ABCC9,0.5645852828094726,Sinusoidal_endothelial,1,2.955220008861869,0.00143681502806,0.0,0,,0.0,0,,0.5,0.0,0.0,False,0.0,False,0.16291705656189454,LOW,376
ECSCR-1,0.5640410682123638,Vascular_smooth_muscle,1,4.4377128179772365,0.0018449397858643,0.0,0,,0.0,0,,0.5,0.0,0.0,False,0.0,False,0.16280821364247278,LOW,377
OR51E1,0.5593683602384659,Sinusoidal_endothelial,1,8.13916666202872,0.0022072964392244,0.0,0,,0.0,0,,0.5,0.0,0.0,False,0.0,False,0.1618736720476932,LOW,378
TUBA1A,0.3974048283647954,Kupffer_cells,1,1.610915287498594,0.0009044778669623,0.0,0,,0.0,0,,0.5,0.05174117965585824,0.0,False,0.1293529491396456,False,0.16181920295787047,LOW,379
VIPR1,0.543792699696351,Scar-associated_endothelial_ACKR1pos,1,4.325767486059433,0.0040128692090746,0.02,2,Myogenesis,0.0,0,,0.5,0.0,0.0,False,0.0,False,0.1617585399392702,LOW,380
MCTP1,0.6583449419217263,Kupffer_cells; Scar-associated_endothelial_ACKR1pos; Sinusoidal_endothelial,3,3.647600237025657,0.0020301036469294,0.0,0,,0.0,0,,0.3,0.0,0.0,False,0.0,False,0.16166898838434526,LOW,381
LOX,0.5270396989499082,Scar-associated_endothelial_PLVAPpos,1,4.329650606691578,0.0076325856092466,0.04,4,Hypoxia; Epithelial Mesenchymal Transition,0.0,0,,0.5,0.0,0.0,False,0.0,False,0.16140793978998164,LOW,382
PCDH7,0.5443166244327464,Scar-associated_endothelial_ACKR1pos; Sinusoidal_endothelial,2,3.5073390883598017,0.0262690933816192,0.15,2,Inflammatory Response,0.0,0,,0.3,0.0,0.0,False,0.0,False,0.16136332488654928,LOW,383
HBB,0.5554423677353263,Sinusoidal_endothelial,1,6.809908512544313,0.0025662199156344,0.0,3,heme Metabolism; p53 Pathway,0.0,0,,0.5,0.0,0.0,False,0.0,False,0.16108847354706526,LOW,384
TESC,0.553386186434862,Scar-associated_endothelial_ACKR1pos,1,3.199773569375268,0.0027769212214842,0.0,0,,0.0,0,,0.5,0.0,0.0,False,0.0,False,0.16067723728697242,LOW,385
WNT2,0.5530520816016253,Scar-associated_endothelial_ACKR1pos,1,5.784995054161883,0.0028127554400126,0.0,1,Notch Signaling,0.0,0,,0.5,0.0,0.0,False,0.0,False,0.16061041632032508,LOW,386
GIMAP7,0.652773695068103,Endothelial_capillary; Vascular_smooth_muscle,2,3.4964524437429527,0.000597249968246,0.0,0,,0.0,0,,0.3,0.0,0.0,False,0.0,False,0.1605547390136206,LOW,387
IGHD,0.5510345071512134,Plasma_cells,1,9.875282066496869,0.0030391925373227,0.0,0,,0.0,0,,0.5,0.0,0.0,False,0.0,False,0.1602069014302427,LOW,388
RGS4,0.5359631618087339,Cholangiocytes,1,6.187210836682128,0.0054193512860269,0.02,2,Epithelial Mesenchymal Transition; UV Response Dn,0.0,0,,0.5,0.0,0.0,False,0.0,False,0.1601926323617468,LOW,389
CDA,0.5740649269688863,Scar-associated_endothelial_PLVAPpos; Sinusoidal_endothelial,2,2.9612813053908216,0.0076325856092466,0.1,19,Complement; Xenobiotic Metabolism; DNA Repair,0.0,0,,0.3,0.0,0.0,False,0.0,False,0.15981298539377728,LOW,390
ALPL,0.6489781523175135,Scar-associated_endothelial_ACKR1pos; Scar-associated_endothelial_PLVAPpos,2,4.177237181261124,0.0001151724348346,0.0,0,,0.0,0,,0.3,0.0,0.0,False,0.0,False,0.1597956304635027,LOW,391
GAS1,0.5334642587974238,Sinusoidal_endothelial,1,3.0185518428295115,0.0059647972582143,0.02,2,Epithelial Mesenchymal Transition; Apical Surface,0.0,0,,0.5,0.0,0.0,False,0.0,False,0.15969285175948478,LOW,392
CXorf36,0.6480102759792281,Scar-associated_endothelial_ACKR1pos; Sinusoidal_endothelial,2,2.866924313759609,0.0002424289648018,0.0,0,,0.0,0,,0.3,0.0,0.0,False,0.0,False,0.15960205519584564,LOW,393
GUCY1A3,0.5462608122644854,Scar-associated_endothelial_ACKR1pos,1,3.8184777085483943,0.0036502263480111,0.0,0,,0.0,0,,0.5,0.0,0.0,False,0.0,False,0.15925216245289708,LOW,394
NME1,0.2744098261957604,Sinusoidal_endothelial,1,1.464777278397943,0.0480356327029178,0.36,32,Myc Targets V1; E2F Targets; Allograft Rejection; DNA Repair,0.0,0,,0.5,0.0,0.0,False,0.0,False,0.1588819652391521,LOW,395
HBA1,0.5438875320833655,Sinusoidal_endothelial,1,6.637412846691558,0.0039982916068548,0.0,0,,0.0,0,,0.5,0.0,0.0,False,0.0,False,0.1587775064166731,LOW,396
SGCE,0.5435588023624112,Scar-associated_endothelial_ACKR1pos,1,2.8611650472884897,0.0019898996554634,0.0,1,Apical Junction,0.0,0,,0.5,0.0,0.0,False,0.0,False,0.15871176047248226,LOW,397
DNAJB9,0.42293191946064046,Vascular_smooth_muscle,1,2.3641291608038086,0.0160234132331231,0.16,12,Unfolded Protein Response; Adipogenesis; Androgen Response,0.0,0,,0.5,0.0,0.0,False,0.0,False,0.1585863838921281,LOW,398
TSHZ2,0.642234207140578,Scar-associated_endothelial_PLVAPpos; Sinusoidal_endothelial,2,2.981290273470788,0.0007839135589672,0.0,0,,0.0,0,,0.3,0.0,0.0,False,0.0,False,0.1584468414281156,LOW,399
GATA5,0.5422307259379404,Scar-associated_endothelial_ACKR1pos,1,4.430938410561048,0.0042607681338696,0.0,0,,0.0,0,,0.5,0.0,0.0,False,0.0,False,0.1584461451875881,LOW,400
MAP2K1,0.28971490140526784,Monocytes,1,0.9933564537535032,0.0152630283553498,0.0,0,,0.0,0,,1.0,0.0,0.0,False,0.0,False,0.15794298028105358,LOW,401
MEST,0.5396054810107966,Scar-associated_endothelial_ACKR1pos,1,3.173674634837129,0.0047123982186986,0.0,3,Epithelial Mesenchymal Transition; Estrogen Response Late,0.0,0,,0.5,0.0,0.0,False,0.0,False,0.15792109620215933,LOW,402
ALDH2,0.0,,0,0.0,1.0,0.0,3,Adipogenesis; Xenobiotic Metabolism,0.0,0,,0.0,0.4715752689087275,0.7117948387607316,True,0.26586237602537127,False,0.15777317363098756,LOW,403
IGLC3,0.6376338135892632,CD4_T_cells; Monocytes; NK_cells; NK_T_cells; T_cells_low_quality,5,2.3456149977954404,0.0006858288389651,0.0,0,,0.0,0,,0.3,0.0,0.0,False,0.0,False,0.15752676271785265,LOW,404
MMP14,0.3874640239551775,Kupffer_cells,1,1.4670275530261363,0.0006343478852207,0.19999999999999998,10,Epithelial Mesenchymal Transition; Complement; UV Response Up; Coagulation,0.0,0,,0.5,0.0,0.0,False,0.0,False,0.1574928047910355,LOW,405
IRF5,0.0,,0,0.0,1.0,0.08,4,Interferon Gamma Response,0.0,0,,0.0,0.4399459593191925,0.6795394918089344,True,0.23638228280714965,False,0.15744383225087055,LOW,406
TUSC3,0.5355141650637424,Sinusoidal_endothelial,1,3.4143893233358584,0.0055135406677834,0.0,0,,0.0,0,,0.5,0.0,0.0,False,0.0,False,0.15710283301274847,LOW,407
C6orf141,0.6350934646350768,Scar-associated_endothelial_ACKR1pos; Scar-associated_endothelial_PLVAPpos,2,4.84546268460182,0.0011067216724246,0.0,0,,0.0,0,,0.3,0.0,0.0,False,0.0,False,0.15701869292701537,LOW,408
IFT74,0.5345759503509471,Sinusoidal_endothelial,1,2.6770014484398907,0.0010946944975681,0.0,0,,0.0,0,,0.5,0.0,0.0,False,0.0,False,0.15691519007018942,LOW,409
MEOX1,0.5345125741594038,Scar-associated_endothelial_ACKR1pos,1,3.796870985129702,0.0057295928803564,0.0,0,,0.0,0,,0.5,0.0,0.0,False,0.0,False,0.15690251483188078,LOW,410
PDLIM4,0.517019888766805,Sinusoidal_endothelial,1,5.199539435206026,0.0112116238964998,0.02,3,Epithelial Mesenchymal Transition,0.0,0,,0.5,0.0,0.0,False,0.0,False,0.156403977753361,LOW,411
BDNF,0.0,,0,0.0,1.0,0.0,0,,0.0,0,,0.0,0.42357702714647494,0.5103884572083788,True,0.33580267037191247,False,0.1562646573424056,LOW,412
TMEM163,0.0,,0,0.0,1.0,0.0,0,,0.0,0,,0.0,0.46581825882234695,0.7073494755776166,True,0.259424241176509,False,0.15536820088206307,LOW,413
ADAM15,0.2215109972625004,Endothelial_capillary; Kupffer_cells,2,0.8842099399080372,0.0406147464463495,0.04,5,Apical Junction,0.5,20,ADAM15-ITGA9; ADAM15-ITGAV; ADAM15-ITGB1; ADAM15-ITGA5,0.3,0.0,0.0,False,0.0,False,0.15530219945250007,LOW,414
SLC6A6,0.5107598542140748,Sinusoidal_endothelial,1,3.0746423088915065,0.0142561556953066,0.02,8,Hypoxia; mTORC1 Signaling; Xenobiotic Metabolism,0.0,0,,0.5,0.0,0.0,False,0.0,False,0.15515197084281496,LOW,415
CYP1B1,0.5249879597113336,Scar-associated_endothelial_ACKR1pos,1,3.2576125401189517,0.0082578566225506,0.0,0,,0.0,0,,0.5,0.0,0.0,False,0.0,False,0.15499759194226673,LOW,416
PCDH12,0.5249149142708393,Vascular_smooth_muscle,1,4.259236207127693,0.0082810377066768,0.0,0,,0.0,0,,0.5,0.0,0.0,False,0.0,False,0.15498298285416784,LOW,417
PRKAR2B,0.5235919738326473,Scar-associated_endothelial_ACKR1pos,1,3.9855775298635017,0.0087123190160959,0.0,1,Estrogen Response Late,0.0,0,,0.5,0.0,0.0,False,0.0,False,0.1547183947665295,LOW,418
BASP1,0.6057433409952728,Kupffer_cells; Sinusoidal_endothelial,2,2.572470817863617,0.0003456785315825,0.02,3,Epithelial Mesenchymal Transition,0.0,0,,0.3,0.0,0.0,False,0.0,False,0.15414866819905457,LOW,419
LRRC3B,0.5202193919938577,Scar-associated_endothelial_ACKR1pos,1,5.121657631332595,0.0099161586563912,0.0,0,,0.0,0,,0.5,0.0,0.0,False,0.0,False,0.15404387839877154,LOW,420
FMOD,0.5202193919938577,Scar-associated_endothelial_ACKR1pos,1,3.471578059626681,0.0099161586563912,0.0,1,Epithelial Mesenchymal Transition,0.0,0,,0.5,0.0,0.0,False,0.0,False,0.15404387839877154,LOW,421
AMHR2,0.5198494982308807,Scar-associated_endothelial_ACKR1pos,1,4.859958547387458,0.0100579243045647,0.0,0,,0.0,0,,0.5,0.0,0.0,False,0.0,False,0.15396989964617613,LOW,422
SLAMF8,0.5193885328838301,Kupffer_cells,1,2.2824014845143443,0.0002603321174923,0.0,0,,0.0,0,,0.5,0.0,0.0,False,0.0,False,0.15387770657676603,LOW,423
HLA-DRB1,0.0,,0,0.0,1.0,0.02,6,Interferon Gamma Response,0.5,20,HLA-DRB1-LAG3; HLA-DRB1-CD4,0.0,0.14583671802572387,0.0,False,0.260014699879559,False,0.15346138448836483,LOW,424
CCL5,0.0,,0,0.0,1.0,0.12000000000000001,20,Complement; Interferon Gamma Response; Inflammatory Response; Allograft Rejection; TNF-alpha Signaling via NF-kB,0.5,20,CCL5-SDC1; CCL5-ACKR1; CCL5-CCR1; CCL5-CXCR3; CCL5-SDC4,0.0,0.11676895850273683,0.0,False,0.20818931001301302,False,0.15342063612763615,LOW,425
IL10RA,0.1866258051343215,Kupffer_cells,1,0.7725236742958236,0.040391426431639,0.43999999999999995,17,Interferon Gamma Response; KRAS Signaling Up; IL-2/STAT5 Signaling; Inflammatory Response,0.0,0,,0.5,0.0,0.0,False,0.0,False,0.15332516102686428,LOW,426
CRIP2,0.39597578264573524,NK_T_cells,1,2.2941564638859533,0.0315158553039847,0.16,8,Coagulation,0.0,0,,0.5,0.0,0.0,False,0.0,False,0.15319515652914706,LOW,427
SSUH2,0.5135831042853496,Scar-associated_endothelial_PLVAPpos,1,3.420220716425673,0.0127922889881027,0.0,0,,0.0,0,,0.5,0.0,0.0,False,0.0,False,0.15271662085706994,LOW,428
RP11-322E11.5,0.5133345607156699,Scar-associated_endothelial_ACKR1pos,1,4.544946989311462,0.0129148883118062,0.0,0,,0.0,0,,0.5,0.0,0.0,False,0.0,False,0.152666912143134,LOW,429
TTC9,0.5130874898829061,Sinusoidal_endothelial,1,4.501076818904065,0.0130379257054053,0.0,0,,0.0,0,,0.5,0.0,0.0,False,0.0,False,0.15261749797658122,LOW,430
GABRD,0.5124602052945711,Sinusoidal_endothelial,1,4.300078722136683,0.0133555951296179,0.0,0,,0.0,0,,0.5,0.0,0.0,False,0.0,False,0.15249204105891423,LOW,431
GSN,0.28722731466458323,Sinusoidal_endothelial,1,1.4546620213175945,0.0278907606375689,0.30000000000000004,22,Myogenesis; Apoptosis; Mitotic Spindle; Coagulation,0.0,0,,0.5,0.0,0.0,False,0.0,False,0.15244546293291666,LOW,432
TFPI2,0.5671566885198519,Scar-associated_endothelial_ACKR1pos; Scar-associated_macrophages,2,4.1148075291877815,0.0118408671159307,0.06,10,Epithelial Mesenchymal Transition; Complement; Coagulation; Estrogen Response Late,0.0,0,,0.3,0.0,0.0,False,0.0,False,0.15243133770397038,LOW,433
ELMO1,0.0,,0,0.0,1.0,0.0,0,,0.0,0,,0.0,0.44146105213228953,0.6305797782936213,True,0.2757834871748995,False,0.1517327861093073,LOW,434
P2RY2,0.5085306357259788,Scar-associated_endothelial_PLVAPpos,1,3.726488688489236,0.0155294498733381,0.0,2,Estrogen Response Early; Inflammatory Response,0.0,0,,0.5,0.0,0.0,False,0.0,False,0.15170612714519577,LOW,435
HMOX1,0.2898568226225483,Kupffer_cells,1,1.316356556183592,0.0124248097590599,0.08,19,Hypoxia; IL-6/JAK/STAT3 Signaling; UV Response Up; p53 Pathway; Apoptosis,0.0,0,,0.5,0.05970565478057501,0.0,False,0.10892639845385978,False,0.1512367379877324,LOW,436
ADAMTS2,0.5048599499945826,Vascular_smooth_muscle,1,4.463216267740766,0.0178786271203942,0.0,0,,0.0,0,,0.5,0.0,0.0,False,0.0,False,0.15097198999891653,LOW,437
TGFB1,0.0,,0,0.0,1.0,0.02,17,IL-6/JAK/STAT3 Signaling; G2-M Checkpoint; Epithelial Mesenchymal Transition; p53 Pathway; TGF-beta Signaling,0.5,20,TGFB1-CXCR4; TGFB1-ITGB8; TGFB1-ENG,0.0,0.1407341805591062,0.0,False,0.2509173013233683,False,0.15082114033828178,LOW,438
MGP,0.3229064089614755,Vascular_smooth_muscle,1,1.6430431580318832,0.0185965993730907,0.24,8,Epithelial Mesenchymal Transition,0.0,0,,0.5,0.0,0.0,False,0.0,False,0.15058128179229507,LOW,439
GLUL,0.4808821005793062,Endothelial_capillary; Scar-associated_endothelial_ACKR1pos,2,1.872174540755961,0.0007486786271719,0.02,4,Fatty Acid Metabolism,0.0,0,,0.3,0.04132473220852564,0.0,False,0.0736785494645295,False,0.15055938558767207,LOW,440
LRRN2,0.5019511619694288,Scar-associated_endothelial_ACKR1pos,1,4.081900595797139,0.0199900539943828,0.0,0,,0.0,0,,0.5,0.0,0.0,False,0.0,False,0.15039023239388577,LOW,441
